CodigoLocalidad,CodigoRecinto,CodigoMesa,InscritosHabilitados,VotoValido,VotoBlanco,VotoNuloDirecto,VotoNuloDeclinacion,TotalVotoNulo,VotoEmitido,VotoValidoReal,VotoEmitidoReal
3760,25067,104734,117,43,1,9,0,9,53,43,53
4376,26088,104744,320,68,6,57,0,57,131,68,131
4376,26088,104754,33,9,1,3,0,3,13,9,13
4377,26089,104764,261,52,8,22,0,22,82,52,82
3761,25086,104774,320,55,2,13,2,15,72,55,72
3761,25086,104784,320,54,4,28,1,29,87,54,87
3761,25086,104794,320,38,1,42,2,44,83,38,83
3761,25086,104804,114,23,1,7,3,10,34,23,34
3762,25087,104814,320,102,5,41,1,42,149,102,149
3762,25087,104824,320,78,2,52,2,54,134,78,134
3762,25087,104834,320,83,0,57,1,58,141,83,141
3762,25087,104844,320,81,4,60,3,63,148,81,148
3762,25087,104854,320,56,5,69,1,70,131,56,131
3762,25087,104864,320,80,4,47,1,48,132,80,132
3762,25087,104874,320,75,2,50,1,51,128,75,128
3762,25087,104884,38,14,0,4,0,4,18,14,18
3762,25154,104894,320,73,1,72,4,76,150,73,150
3762,25154,104904,320,80,3,60,1,61,144,80,144
3762,25154,104914,256,68,5,36,2,38,111,68,111
3762,25154,104924,320,78,8,51,1,52,138,78,138
3762,25154,104934,320,89,6,44,3,47,142,89,142
